avgFragments;NumFiles
0;0.06896551724137931
1;1.0689655172413792
2;0.034482758620689655
5;0.13793103448275862
7;0.3448275862068966
14;0.034482758620689655
32;0.034482758620689655
67;0.5862068965517241
79;0.4827586206896552
80;0.5172413793103449
83;0.4827586206896552
86;0.13793103448275862
87;0.4482758620689655
100;0.06896551724137931
101;0.06896551724137931
102;0.06896551724137931
103;0.06896551724137931
104;0.06896551724137931
105;0.06896551724137931
106;0.06896551724137931
107;0.06896551724137931
108;0.06896551724137931
109;0.06896551724137931
110;0.06896551724137931
111;0.06896551724137931
112;0.06896551724137931
113;0.06896551724137931
114;0.06896551724137931
115;0.06896551724137931
116;0.06896551724137931
117;0.06896551724137931
118;0.13793103448275862
119;0.06896551724137931
120;0.06896551724137931
121;0.06896551724137931
122;0.034482758620689655
123;0.034482758620689655
124;0.034482758620689655
125;0.034482758620689655
126;0.034482758620689655
127;0.06896551724137931
128;0.034482758620689655
129;0.034482758620689655
130;0.034482758620689655
131;0.034482758620689655
132;0.034482758620689655
133;0.034482758620689655
134;0.034482758620689655
135;0.06896551724137931
136;0.06896551724137931
137;0.06896551724137931
138;0.06896551724137931
139;0.034482758620689655
140;0.06896551724137931
141;0.06896551724137931
142;0.06896551724137931
143;0.06896551724137931
144;0.06896551724137931
145;0.06896551724137931
146;0.06896551724137931
147;0.06896551724137931
148;0.10344827586206896
149;0.06896551724137931
150;0.06896551724137931
151;0.034482758620689655
152;0.06896551724137931
153;0.06896551724137931
154;0.034482758620689655
155;0.034482758620689655
156;0.034482758620689655
157;0.034482758620689655
158;0.034482758620689655
159;0.034482758620689655
160;0.06896551724137931
161;0.06896551724137931
162;0.034482758620689655
163;0.034482758620689655
164;0.06896551724137931
165;0.034482758620689655
166;0.034482758620689655
167;0.034482758620689655
168;0.034482758620689655
169;0.034482758620689655
170;0.034482758620689655
171;0.034482758620689655
172;0.034482758620689655
173;0.034482758620689655
174;0.034482758620689655
175;0.034482758620689655
176;0.034482758620689655
177;0.06896551724137931
178;0.06896551724137931
179;0.06896551724137931
180;0.06896551724137931
181;0.06896551724137931
182;0.06896551724137931
183;0.06896551724137931
184;0.06896551724137931
185;0.06896551724137931
186;0.06896551724137931
187;0.06896551724137931
188;0.06896551724137931
189;0.06896551724137931
190;0.06896551724137931
191;0.06896551724137931
192;0.10344827586206896
193;0.06896551724137931
194;0.06896551724137931
195;0.06896551724137931
196;0.06896551724137931
197;0.06896551724137931
198;0.06896551724137931
199;0.06896551724137931
200;0.034482758620689655
201;0.034482758620689655
202;0.034482758620689655
203;0.034482758620689655
204;0.034482758620689655
205;0.034482758620689655
206;0.034482758620689655
207;0.10344827586206896
208;0.06896551724137931
209;0.06896551724137931
210;0.06896551724137931
211;0.10344827586206896
212;0.06896551724137931
213;0.10344827586206896
214;0.10344827586206896
215;0.06896551724137931
216;0.06896551724137931
217;0.06896551724137931
218;0.06896551724137931
219;0.06896551724137931
220;0.06896551724137931
221;0.06896551724137931
222;0.034482758620689655
223;0.06896551724137931
224;0.10344827586206896
225;0.06896551724137931
226;0.034482758620689655
227;0.10344827586206896
228;0.06896551724137931
229;0.06896551724137931
230;0.034482758620689655
231;0.034482758620689655
232;0.10344827586206896
233;0.06896551724137931
234;0.06896551724137931
235;0.10344827586206896
236;0.10344827586206896
237;0.06896551724137931
238;0.06896551724137931
239;0.10344827586206896
240;0.10344827586206896
241;0.10344827586206896
242;0.10344827586206896
243;0.10344827586206896
244;0.10344827586206896
245;0.10344827586206896
246;0.06896551724137931
247;0.10344827586206896
248;0.10344827586206896
249;0.10344827586206896
250;0.034482758620689655
251;0.034482758620689655
252;0.06896551724137931
253;0.034482758620689655
254;0.06896551724137931
255;0.034482758620689655
256;0.06896551724137931
257;0.06896551724137931
258;0.10344827586206896
259;0.06896551724137931
260;0.06896551724137931
261;0.034482758620689655
262;0.06896551724137931
263;0.06896551724137931
264;0.06896551724137931
265;0.06896551724137931
266;0.06896551724137931
267;0.10344827586206896
268;0.10344827586206896
269;0.10344827586206896
270;0.10344827586206896
271;0.10344827586206896
272;0.10344827586206896
273;0.10344827586206896
274;0.10344827586206896
275;0.10344827586206896
276;0.10344827586206896
277;0.10344827586206896
278;0.06896551724137931
279;0.034482758620689655
280;0.06896551724137931
281;0.10344827586206896
282;0.06896551724137931
283;0.10344827586206896
284;0.06896551724137931
285;0.06896551724137931
286;0.06896551724137931
287;0.06896551724137931
288;0.06896551724137931
289;0.06896551724137931
290;0.10344827586206896
291;0.06896551724137931
292;0.06896551724137931
293;0.06896551724137931
294;0.06896551724137931
295;0.06896551724137931
296;0.06896551724137931
297;0.06896551724137931
298;0.06896551724137931
370;0.06896551724137931
371;0.10344827586206896
372;0.06896551724137931
373;0.06896551724137931
374;0.10344827586206896
375;0.06896551724137931
376;0.10344827586206896
377;0.10344827586206896
378;0.10344827586206896
379;0.10344827586206896
380;0.10344827586206896
381;0.10344827586206896
382;0.10344827586206896
383;0.10344827586206896
384;0.10344827586206896
385;0.10344827586206896
386;0.10344827586206896
387;0.06896551724137931
388;0.10344827586206896
389;0.034482758620689655
390;0.10344827586206896
391;0.06896551724137931
392;0.06896551724137931
393;0.06896551724137931
394;0.06896551724137931
395;0.06896551724137931
396;0.06896551724137931
397;0.06896551724137931
398;0.06896551724137931
399;0.06896551724137931
400;0.06896551724137931
401;0.06896551724137931
402;0.10344827586206896
403;0.10344827586206896
404;0.10344827586206896
405;0.10344827586206896
406;0.10344827586206896
407;0.10344827586206896
408;0.10344827586206896
409;0.10344827586206896
410;0.10344827586206896
411;0.10344827586206896
412;0.10344827586206896
413;0.10344827586206896
414;0.10344827586206896
415;0.10344827586206896
416;0.10344827586206896
417;0.10344827586206896
418;0.10344827586206896
419;0.10344827586206896
420;0.10344827586206896
421;0.10344827586206896
422;0.10344827586206896
423;0.10344827586206896
424;0.10344827586206896
425;0.10344827586206896
597;0.06896551724137931
598;0.10344827586206896
599;0.034482758620689655
23107;0.034482758620689655
25984;0.034482758620689655
LOG;16
ETL;42.41379310344828
INDEX;2.1379310344827585
TXT;3.793103448275862
FT;1.6896551724137931
DAT;6.758620689655173
CMP;0.034482758620689655
TRN;0.7931034482758621
IDX;0.8620689655172413
DOC;0.1724137931034483
DLL;10.206896551724139
UNDEFINED;151.31034482758622
LOG2;4.655172413793103
EVTX;7.620689655172414
DMP;0.27586206896551724
XML;7.724137931034483
TMP;1.8620689655172413
REG;0.13793103448275862
EDB;1.5172413793103448
TSV;0.3103448275862069
FX;0.6896551724137931
INI;1.3103448275862069
BIN;3.8620689655172415
DSN;0.27586206896551724
MIG;0.034482758620689655
